# Sensor type: Respeck
# Activity type: Sitting
# Activity code: 0
# Subject id: s1956488
# Notes: 1
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1664720958492,-0.08251953,-0.973938,0.20892334,-1.703125,0.9375,-1.109375
1664720958575,-0.068603516,-0.9976196,0.20599365,-2.0625,1.3125,-1.109375
1664720958583,-0.08496094,-0.97857666,0.20892334,-1.125,-0.015625,-1.1875
1664720958618,-0.095947266,-0.97613525,0.20159912,-2.640625,0.578125,-0.625
1664720958694,-0.10644531,-0.9639282,0.21990967,-3.0625,0.984375,0.0
1664720958698,-0.103515625,-0.96832275,0.22479248,-4.203125,1.734375,0.25
1664720958733,-0.06982422,-0.9890747,0.22796631,-3.0,2.71875,-0.796875
1664720958776,-0.076416016,-0.9939575,0.21380615,0.34375,2.3125,-2.546875
1664720958837,-0.0871582,-0.9780884,0.22503662,0.96875,2.71875,-2.484375
1664720958865,-0.09814453,-0.9727173,0.21795654,0.921875,2.09375,-1.75
1664720958885,-0.11328125,-0.97491455,0.23284912,-1.8125,2.234375,-1.421875
1664720958929,-0.107910156,-0.9819946,0.21966553,-1.765625,3.0,-0.28125
1664720959011,-0.0859375,-0.9692993,0.24359131,-2.046875,2.703125,-1.015625
1664720959014,-0.09350586,-0.9920044,0.24749756,3.171875,2.296875,-2.234375
1664720959052,-0.109375,-0.9692993,0.22894287,3.640625,2.265625,-1.578125
1664720959085,-0.11010742,-0.9639282,0.22894287,-1.765625,1.640625,0.40625
1664720959167,-0.10424805,-0.98931885,0.23431396,-1.5,1.171875,0.53125
1664720959170,-0.0871582,-0.9973755,0.21307373,2.234375,1.75,-0.9375
1664720959213,-0.0925293,-0.96881104,0.21844482,-0.09375,1.203125,-1.3125
1664720959240,-0.109375,-0.98272705,0.21478271,-0.5625,0.671875,-0.5
1664720959326,-0.114990234,-0.96343994,0.23236084,-2.90625,0.609375,-0.328125
1664720959328,-0.107666016,-0.97540283,0.24383545,-2.359375,0.0,0.453125
1664720959362,-0.10888672,-0.9680786,0.24603271,-0.8125,1.359375,-0.265625
1664720959460,-0.12036133,-0.9631958,0.23504639,0.0625,0.875,0.140625
1664720959462,-0.11010742,-0.97052,0.24871826,-0.84375,1.640625,0.53125
1664720959487,-0.11230469,-0.97003174,0.2411499,1.0,2.296875,0.171875
1664720959524,-0.088134766,-1.0025024,0.24993896,-0.625,3.09375,-0.53125
