# Sensor type: Respeck
# Activity type: Lying down on stomach
# Activity code: 8
# Subject id: s1956488
# Notes: 1
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1664721417271,0.047851562,-0.18023682,-0.96051025,0.453125,1.453125,0.234375
1664721417318,0.052490234,-0.18048096,-0.96295166,0.234375,1.375,0.203125
1664721417387,0.059326172,-0.18096924,-0.9541626,0.734375,1.25,0.125
1664721417391,0.051757812,-0.1807251,-0.95880127,0.890625,1.3125,0.203125
1664721417435,0.049316406,-0.17803955,-0.9612427,1.203125,1.609375,0.03125
1664721417466,0.051757812,-0.17926025,-0.960022,0.71875,1.46875,0.15625
1664721417550,0.05102539,-0.18048096,-0.9680786,0.375,1.265625,0.078125
1664721417553,0.05419922,-0.18487549,-0.95318604,0.265625,1.1875,0.1875
1664721417582,0.053466797,-0.18243408,-0.9631958,0.71875,1.3125,0.21875
1664721417615,0.05053711,-0.17803955,-0.96343994,0.625,1.25,0.40625
1664721417709,0.05102539,-0.17730713,-0.95880127,0.375,1.09375,0.359375
1664721417711,0.052246094,-0.17608643,-0.9663696,0.671875,1.234375,0.1875
1664721417743,0.04272461,-0.1741333,-0.9692993,0.53125,1.234375,0.203125
1664721417783,0.04711914,-0.18218994,-0.96539307,0.46875,1.28125,0.21875
1664721417859,0.04736328,-0.17315674,-0.9619751,0.296875,1.1875,0.1875
1664721417863,0.045654297,-0.17095947,-0.96051025,0.3125,1.125,0.3125
1664721417898,0.052001953,-0.17803955,-0.95977783,0.515625,1.328125,0.1875
1664721417930,0.047607422,-0.17144775,-0.9656372,0.453125,1.078125,0.03125
1664721418017,0.046142578,-0.16607666,-0.95977783,-0.1875,1.015625,0.125
1664721418020,0.04321289,-0.17999268,-0.9585571,0.25,1.296875,-0.015625
1664721418079,0.04736328,-0.17706299,-0.9570923,0.203125,1.109375,0.1875
1664721418145,0.045166016,-0.17755127,-0.9612427,0.28125,1.3125,-0.03125
1664721418146,0.053222656,-0.16680908,-0.9602661,0.234375,1.15625,0.21875
1664721418182,0.04272461,-0.1651001,-0.96099854,-0.109375,1.171875,0.171875
1664721418217,0.045410156,-0.17315674,-0.9651489,-0.078125,1.0625,0.34375
1664721418298,0.050048828,-0.17559814,-0.96173096,0.15625,1.328125,0.25
1664721418301,0.051757812,-0.17974854,-0.9590454,0.390625,1.328125,0.265625
1664721418335,0.048095703,-0.16802979,-0.95928955,0.0625,1.0625,0.203125
1664721418393,0.04711914,-0.17999268,-0.9631958,0.21875,1.125,0.28125
1664721418453,0.044921875,-0.16729736,-0.956604,0.140625,1.09375,0.421875
1664721418455,0.05053711,-0.17755127,-0.9627075,0.203125,1.265625,0.1875
1664721418493,0.048583984,-0.1765747,-0.96343994,0.015625,1.046875,0.1875
1664721418611,0.052246094,-0.17974854,-0.96051025,0.15625,1.140625,0.234375
1664721418612,0.048339844,-0.18096924,-0.9639282,0.4375,1.4375,0.234375
1664721418619,0.05029297,-0.17706299,-0.9558716,0.046875,1.125,0.203125
1664721418647,0.04638672,-0.17315674,-0.9692993,0.125,1.328125,0.28125
1664721418708,0.05126953,-0.17437744,-0.96759033,0.21875,1.25,0.171875
1664721418787,0.047607422,-0.17218018,-0.96417236,0.5625,1.203125,0.21875
1664721418790,0.05126953,-0.17120361,-0.9536743,0.40625,1.328125,0.234375
1664721418834,0.045410156,-0.17095947,-0.96099854,0.4375,1.46875,0.1875
1664721418901,0.04321289,-0.17388916,-0.9656372,0.28125,1.421875,0.15625
